client_id,name,age,occupation,estimated_income,bank_loans,bank_deposits,total_deposits,total_assets
IND99025,"Judy Allen",69,"Human Resources Assistant I",47528.21,159111,936383.12,1826990.87,68048.29000000001
IND54417,"Kathryn Lane",31,"VP Marketing",69757.28,438836,287835.91,667115.2799999999,115878.29999999999
IND76613,"Robert Foster",76,"Office Assistant III",89384.26,283923,99189.09,217558.43,99241.65999999999
IND77083,"Randy Watson",73,"Human Resources Assistant I",137924.08,613846,269797.11,617718.55,155601.28
IND65802,"Diane Phillips",46,"Clinical Specialist",54579.53,825131,1168651.99,2203106.5300000003,95762.23
IND80061,"Todd Davis",58,"Staff Accountant III",124234.27,153164,336228.37,652938.42,132304.30000000002
IND68708,"Roger Ferguson",65,"VP Product Management",223989.18,637301,532843.85,927265.92,232419.41999999998
IND90486,"James Schmidt",52,"Speech Pathologist",236722.44,535362,681186.57,1242916.42,283959.01
IND78396,"Anthony Howard",84,"Budget/Accounting Analyst II",280142.4,1094205,0,21942.14,323104.80000000005
IND80646,"Carl Ross",37,"Office Assistant III",77026.85,350099,1032296.83,1888629.6,104227.73000000001
IND61166,"Kevin Phillips",79,"Accounting Assistant IV",73475.15,203930,410919.01,953982.7699999999,111787.47
IND64879,"Shawn Garza",37,"Sales Representative",193779.18,795552,627661.99,1214303.7799999998,254246.47999999998
IND59415,"Samuel Boyd",65,"Human Resources Assistant I",119101.35,740668,222029.98,454777.61,154247.55
IND97044,"Frank Franklin",27,"Research Assistant IV",243077.73,222846,1042355.6,2060849.9000000001,277980.43
IND68021,"Donna Hayes",50,"Account Representative III",161778.27,856379,693314.74,1595646.91,188119.47
IND72946,"David Rice",47,"Design Engineer",135668.24,572187,446124.61,944142.36,140503.77
IND58634,"Jonathan Carr",73,"Budget/Accounting Analyst I",283534.13,307745,556885.56,1157043.6500000001,339706.88
IND50985,"Earl Harris",45,"Accountant III",187068.34,937917,1303676.98,2088480.53,221062.19
IND23452,"Jose Evans",30,"Accountant I",26691.56,234571,455937.82,824018.3700000001,29309.06
IND77117,"Annie Lewis",19,"Community Outreach Specialist",40920.84,516677,275056.64,529386.48,59600.81999999999
IND19327,"Johnny Murphy",27,"Structural Analysis Engineer",42085.37,339248,332126.05,653287.0399999999,59068.270000000004
IND96247,"Michelle Pierce",38,"Automation Specialist III",182270.3,122514,156565.34,491436.33,208161.5
IND40048,"Beverly Woods",84,"Media Manager II",125120.17,498763,776817.51,1543551.25,145549.66999999998
IND29312,"Frances Austin",53,"Web Developer I",121752.06,704962,391066.14,950744.5800000001,153265.02
IND91194,"Russell Perry",42,"Staff Accountant II",190491.93,1366595,681478.11,1307381.66,214416.81
IND29701,"Ralph Sanders",68,"Research Associate",347932.8,257924,326853.43,770162.6900000001,406354.39999999997
IND76758,"Walter Jones",63,"Administrative Assistant III",183442.48,471207,126741.67,357568.32,225739.52000000002
IND80021,"Lisa Butler",67,"Associate Professor",74614.58,90296,374513.19,808196.4999999999,80780.46
IND90597,"Kimberly Garza",30,"Developer I",423137.74,584991,530781.48,1549199,439491.74
IND36038,"Jane Bowman",39,"Computer Systems Analyst IV",126994.67,816539,1418385.14,2397905.55,171996.83000000002
IND65968,"Nicholas Kelly",85,"Software Engineer IV",185416.36,793668,1211394.09,2237375.25,235708
IND22142,"Susan Cole",74,"Software Test Engineer II",296441.07,1423872,954905.24,1752752.5399999998,322087.99
IND32126,"Juan Rose",19,Editor,66888.63,213977,420132.51,790594.3500000001,77897.94
IND55096,"Ernest Fernandez",63,Recruiter,178742.31,419469,147522.02,331894.18999999994,197621.16999999998
IND62447,"Nicholas Ward",63,"Senior Quality Engineer",88000.07,653529,1131215.03,2001364.8,101229.99
IND68508,"Ruby Robinson",78,"Programmer IV",97918.08,782160,367026.67,900076.32,128467.08
IND69834,"Amy Webb",70,"Systems Administrator III",328810.06,94231,284288.86,838263.8599999999,356637.33999999997
IND45589,"Craig Ryan",77,"Database Administrator II",99113.71,247887,697496.02,1124844.21,109815.94
IND64345,"Sara Phillips",84,Paralegal,172352.72,172387,41045.71,121737.09999999999,176638.16
IND77099,"Ann Oliver",47,"Automation Specialist III",170998.97,1354308,812601.79,1694138.4,219032.34
IND23075,"Keith Smith",80,"Web Developer I",357944.04,1687861,272673.23,495135.49,401997.24
IND95786,"George Medina",37,"Design Engineer",207395.96,593839,1353471.66,2578515.71,233819.03999999998
IND30950,"Gerald Griffin",44,"Automation Specialist III",41423.42,503119,59947.95,118561.93999999999,60074.88
IND22467,"Joseph Austin",42,"Junior Executive",143170.19,900693,0,19859.8,162199.79
IND61104,"Anne Richards",75,"Staff Accountant II",199127.91,347903,506306.83,994997.3400000001,220598.53
IND31340,"Louis Rodriguez",57,"Accountant III",197866.91,642385,334596.57,561526.25,230971.87
IND97227,"Henry Roberts",54,"Statistician II",71724.65,557275,108466.28,228500.40000000002,92914.81
IND51772,"Lillian GoPKRalez",22,"Clinical Specialist",433015.61,1396318,0,34695.58,475308.26
IND97733,"Katherine Lawson",47,"Accounting Assistant IV",236954.14,742124,189929.59,420779.22,258384.75
IND94420,"Judith Jacobs",80,"Registered Nurse",347506.83,1077668,228420,531732.13,404149.97000000003
IND23132,"Arthur Ramos",48,"Staff Accountant III",81404.69,171161,176184.24,365567.85000000003,100578.69
IND37935,"Thomas Palmer",76,"Health Coach II",184463.57,1013173,1997339,3223304.9,212945.92
IND82385,"Phillip Kennedy",78,"Human Resources Assistant III",286833.79,689265,155881.11,336568.83,311704.11
IND70540,"Daniel Jordan",55,"Junior Executive",234921.33,1236126,1166846.93,2310755.35,259895.59
IND64051,"Ruth Stone",82,"Programmer IV",54580.1,985813,1484654.39,2734320.6999999997,65407.78
IND29216,"Rebecca Owens",53,"Senior Financial Analyst",243019.98,130808,302827.01,805917.03,290531.34
IND50658,"Phillip Ryan",69,"Accountant I",66144.86,247174,517617.75,921647.32,77975.69
IND98869,"Kevin Ward",54,"Human Resources Assistant I",44231.62,448475,210065.07,511534.93,67552.06
IND26568,"Cynthia Perkins",41,"Database Administrator I",262208.39,53340,413171.42,966315.19,320884.95
IND21009,"Charles Bryant",40,"Computer Systems Analyst III",162116.96,317002,524488.64,1057176.83,209528.61
IND21838,"Andrew Cox",42,"Research Assistant I",98690.55,1579301,592875.77,1009541.88,130465.18000000001
IND17701,"Brian Ramos",73,"Safety Technician IV",82414.38,244324,170188.99,338340.7,97434.13
IND95185,"Jimmy Willis",54,"Administrative Officer",333873.97,976022,272917.58,559061.1,374025.22
IND99321,"Mary Jenkins",25,"Research Assistant IV",101280.4,0,135513.26,328502.84,140025.2
IND93185,"Robin Brown",38,"Research Assistant I",62546.72,329800,244297.86,534429.26,90457.82
IND43584,"Brian Powell",42,"Assistant Manager",323196.7,235971,449101.83,965076.72,381069.97000000003
IND19265,"Dorothy Reyes",85,"Product Engineer",163975.08,514321,144554.63,323029.65,170879.46
IND81391,"Ruby GoPKRalez",62,"Sales Representative",402718.11,363139,476277.95,1178742.3399999999,461454.72
IND31357,"Juan Cole",38,"Structural Analysis Engineer",192479.87,181421,1034707.97,2021413.0599999998,251222.16999999998
IND73056,"Bobby Flores",76,"Staff Accountant II",227250.89,251053,2109610.09,3956737.9199999995,274020.93
IND70935,"Denise Murray",41,"Cost Accountant",76171.91,629674,333106.94,786533.79,138867.1
IND52716,"Jeremy Morris",38,"Safety Technician III",50643.44,488341,136187.5,249448.95,65830.19
IND22605,"Carol Carpenter",36,"Health Coach II",198506.33,292235,0,46739.22,242384.77999999997
IND55690,"Diane Lewis",37,"Biostatistician I",85031.17,346606,352507.06,657053.8799999999,90285.76
IND13395,"Kenneth Clark",25,"Programmer IV",364513.86,63118,321916.53,823102.91,413414.45999999996
IND51390,"Amy Gomez",83,"Director of Sales",287767.5,417784,419185.54,1201095.98,303811.25
IND45563,"Ralph Weaver",66,"Automation Specialist IV",132163.92,340875,311874.17,758453.73,152160.32
IND39191,"Lawrence Ruiz",26,"GIS Technical Architect",19831.49,397363,63120.44,139513.83,40055.89
IND15088,"Betty Davis",56,"Marketing Manager",67454.44,202973,515252.11,924206.24,86015.55
IND36682,"Terry Lee",24,"Biostatistician II",117770.23,1170149,370857.62,666908.96,131202.44999999998
IND52986,"Virginia Edwards",27,"Compensation Analyst",403281.51,553744,478960.24,1034383.46,446937.43
IND61440,"Eric Jordan",47,"Design Engineer",71031.74,543904,2181586.39,3691695.93,106350.46
IND99015,"Willie Garcia",81,"Programmer Analyst II",102785.76,1291457,540168.09,1064544.21,120808.95999999999
IND54373,"Carlos Marshall",34,"Financial Advisor",284195.29,829864,762603.38,1418910.3699999999,317994.87
IND87901,"Justin Alvarez",25,"Programmer III",28916.56,411663,556226.56,1224792.73,47876.600000000006
IND64411,"Shirley Olson",53,"Administrative Officer",230426.15,381936,141945.93,429053.54,255064.26
IND51179,"Gloria Hall",83,"Associate Professor",358617.17,735814,540484.34,1177522.72,421031.12
IND74150,"Joshua Porter",58,"Database Administrator II",21970.97,258939,127319.24,325834.18,29267.18
IND71806,"Evelyn Davis",26,"Account Representative IV",157903.39,222678,89287.6,184274.63,182634.18000000002
IND92305,"Arthur Vasquez",60,"Human Resources Manager",27469.92,472795,535094.2,924550.62,43379.84
IND50530,"Eugene Myers",51,"Web Developer III",150224.49,48562,175088.88,368724.45,163696.27
IND23766,"Denise Campbell",75,"Cost Accountant",222977.36,278909,821381.48,1697566.6099999999,257240.00999999998
IND51999,"Justin Murphy",22,"VP Accounting",53692.16,492003,1748950.02,2865971.26,75510.11
IND74286,"Pamela Nichols",80,"Project Manager",315625.9,173072,290695.76,769975.3400000001,323315.85000000003
IND96410,"Debra Montgomery",51,"Technical Writer",68785.31,452593,67101.73,136202.38,74786.81
IND19975,"Judy Myers",47,"Software Engineer II",44664.01,861778,856487.3,1486151.07,67011.06
IND33502,"Brandon Harris",68,"VP Sales",102662.31,890491,147432.65,276385.82999999996,131763.36
IND66341,"Bobby Watkins",75,"Web Designer IV",336627.38,257343,1769697.67,3180027.1299999994,370980.38
IND70050,"Ralph Sullivan",33,"Statistician II",388550.52,2381138,1246002.33,2180280.5500000003,460760.84
IND96601,"Heather Patterson",78,Recruiter,335346.96,543867,311496.34,919121.1900000001,347069.01
IND95215,"Irene Willis",62,"Administrative Assistant III",424394.33,1200805,805006.72,1831967.68,467175.85000000003
IND77741,"Gerald Richards",57,"Database Administrator II",256234.92,1677991,1635153.76,2883779.6799999997,317257.68
IND80280,"Tammy Brooks",68,"Assistant Media Planner",36030.3,530279,166642.06,400261.95,67608.66
IND41934,"Dennis Baker",45,"Statistician IV",199546.53,975488,781992.09,1320100.3699999999,212399.85
IND90650,"Irene Reynolds",32,"Engineer III",79425.62,487051,580085.14,1308583.72,89234.18
IND94273,"Eric Castillo",74,"Media Manager III",37600.42,250596,519934.04,927980.85,50298.94
IND44029,"Matthew Rodriguez",52,"Structural Analysis Engineer",222815.17,961006,88271.98,207384.11999999997,263604.45
IND45063,"Eric Reynolds",75,"Executive Secretary",141963.47,599114,1209702.56,1992653.02,154148.55
IND70183,"Jesse Lane",82,Operator,75807.36,647521,26021.94,84569.34,92810.06
IND35875,"Joe Freeman",72,"Media Manager III",196216.48,1520783,570748.36,1009458.53,242796.64
IND75766,"Willie Wagner",47,"Nurse Practicioner",397676.18,772692,1282034.49,2253644.89,444538.73
IND52274,"Jesse Peterson",72,"Account Representative I",95884.87,49154,529249.04,1224186.3299999998,109547.20999999999
IND25512,"Arthur Snyder",23,"VP Quality Control",170389.44,566788,2195313.28,3474019.61,214533.92
IND85958,"Gary Hunt",52,"Research Associate",77420.05,1802065,3047678.11,5120075.279999999,102614.73000000001
IND24266,"Jack Spencer",20,"Payment Adjustment Coordinator",163043.73,1072353,0,40255.35,184942.53
IND19846,"Lois Griffin",18,"Recruiting Manager",97502.58,157753,150704.23,294664.78,102652.92
IND93267,"Clarence Chavez",52,"Engineer III",191630.74,1397029,1049952.8,1992568.03,222667.19999999998
IND80594,"Ann Hernandez",36,"Developer IV",66802.23,386424,531230.57,1108877.8399999999,88006.23
IND80690,"Joe Mason",82,"Software Test Engineer III",110364.71,94225,350433.96,919792.2799999999,134777.53
IND13801,"Ashley Coleman",19,"Product Engineer",125706.35,1617744,243600.03,409457.05000000005,156645.92
IND80847,"Brandon Tucker",63,"Geologist IV",30509.3,447252,127045.88,270458.67,46548.43
IND56469,"Peter Sanchez",51,"Executive Secretary",174820.33,376823,933331.01,1607165.05,214783.84999999998
IND96719,"Robin Woods",50,"Database Administrator I",214432.05,601116,506969.44,1132730.17,234088.05
IND69161,"Ronald Turner",20,"Biostatistician II",158390.39,424425,348631.44,980605.63,200525.99000000002
IND63563,"Jacqueline Jacobs",85,"Product Engineer",191377.91,1444418,1425990.31,2779147.8400000003,235007.65
IND33616,"Aaron Vasquez",63,"Senior Cost Accountant",70008.45,139172,45857.72,117417.97,88556.33
IND61446,"Lisa Fernandez",69,"Statistician II",65431.3,352619,509618.04,1067612.5000000002,90609.4
IND71063,"Jennifer Cox",22,"Software Engineer I",315981.67,758591,1045776.75,2158001.8,359640.27999999997
IND41653,"Christopher Reynolds",50,"Speech Pathologist",66391.14,536031,107038.73,225670.44999999998,79479.86
IND82371,"Terry Black",60,"Research Assistant II",51443.62,261256,530295.83,952493.6199999999,60435.46000000001
IND75420,"Janice Gray",73,"Legal Assistant",209712.86,226488,39921.32,131648.71000000002,226531.12999999998
IND95008,"Clarence Murray",43,"Web Developer IV",417117.08,981015,2057795.31,3900694.15,424407.99
IND56438,"Jane Reynolds",52,"Product Engineer",82231.69,36653,743620.88,1364281.55,96513.61
IND62378,"Christina Hunt",23,"Media Manager IV",158077.07,262656,1211126.42,2329603.03,184205.06
IND84180,"Nancy Mitchell",20,"VP Accounting",277452.63,205874,141935.64,446724.3,326749.08
IND69349,"Benjamin Garza",17,"Media Manager IV",350625.04,867562,796059.43,1499838.07,377925.33999999997
IND65968,"Roy Hughes",77,"Graphic Designer",185599.45,457127,303143.84,686177.97,209495.77000000002
IND83086,"Arthur Duncan",46,"Database Administrator III",95819.67,780832,253946.59,434682.17999999993,98517.47
IND70927,"Donald Hanson",83,"Web Designer III",30898.92,162813,150843.39,340279.37,52242.42
IND71808,"Mary Johnston",72,"Programmer Analyst IV",66283.45,508482,363561.05,777812.52,94553.17
IND17448,"George Fowler",31,"Recruiting Manager",46525.22,381700,116082.89,235295.21000000002,51698.78
IND24125,"Scott Mitchell",61,"Staff Scientist",231731.08,1198853,99957.67,187667.59999999998,305326.63
IND96154,"Joan Ortiz",22,"Assistant Professor",122947.04,34744,214791.36,549479.5099999999,154657.47
IND35689,"Cheryl Garrett",48,"Geologist I",123401.7,1033490,1572645.27,2878144.4499999997,193717.22
IND28975,"Nicholas Watkins",47,"Accountant III",342354.81,1475135,1251739.72,2149440.6999999997,367777.51
IND39526,"Tammy Kim",61,"Registered Nurse",59012.4,65120,66531.74,139235.26,81791.32
IND96775,"Larry Brooks",30,"Desktop Support Technician",162714.82,342341,81825.8,187465.49,184669.06
IND90131,"Stephen Carr",81,"Systems Administrator IV",157581.38,785410,1042672.65,2052150.27,190869.38
IND68422,"Alan Taylor",67,"Systems Administrator II",75751.94,467736,434860.5,729270.1699999999,101429.02
IND34367,"Johnny Richardson",72,"Human Resources Assistant IV",121290.33,1354505,2640689.23,4009809.9499999997,143290.11
IND56930,"Arthur Sullivan",71,"Media Manager I",100123.92,1263579,300310.91,723252.96,116990.82
IND47675,"Walter Arnold",25,"Database Administrator IV",41697.2,135573,1188019.35,1958330.9100000001,60745.36
IND91448,"Roger Hernandez",51,"Software Engineer III",20674.14,770744,665784.05,1224280.3,42889.05
IND37820,"Harry Martin",65,"Help Desk Operator",158667.27,595889,108528.91,238298.69,169898.22999999998
IND25754,"Ruth Bailey",67,"Automation Specialist III",42783.86,703367,0,44402.48,51769.97
IND50610,"Howard Stephens",65,"Occupational Therapist",73154.79,860465,1636294.1,3049009.23,101519.90999999999
IND26467,"Thomas Welch",70,"Statistician IV",179278.41,271176,153422.33,288337.58999999997,214434.15
IND73333,"Gary Ellis",23,"Safety Technician II",337287.43,112601,211212.83,544814.59,353596.96
IND69547,"Terry Ray",34,"Accountant IV",91325.45,1722890,247701.74,438204.57,131709.77
IND14819,"Mark Ward",38,"Automation Specialist IV",123570.37,464090,19275.25,67227.72,131503.57
IND43846,"Carol Freeman",65,"GIS Technical Architect",208133.32,707352,1525936.45,2857725.7499999995,231935.56
IND50683,"Gregory Mason",34,Professor,171731.73,378785,901622.66,1567574.59,182547.09000000003
IND70906,"Paul Armstrong",26,"Media Manager IV",89041.08,207413,65425.86,173241.03,106603.32
IND57481,"Clarence Sullivan",79,"Sales Associate",90878.3,1479473,1142056.35,2055068.7,131854.69
IND59872,"Keith Ray",52,"Web Designer III",194269.93,1036239,1621386.24,2807812.76,246464.28999999998
IND29699,"Roy Lee",45,"Statistician III",244407.55,148106,1349926.19,2245397.97,252202.16999999998
IND74437,"Matthew GoPKRalez",28,"Senior Developer",89835.34,1170365,1045397.52,2173095.96,100372.19
IND72103,"Norma Washington",44,"Dental Hygienist",251512.74,337251,136148.51,402358.09,295986.02
IND49677,"Thomas Peters",46,"Web Designer II",29990.47,416332,154325.5,298967.98,32996.61
IND68590,"Larry Baker",60,"Web Developer IV",89882.99,857309,222362.18,480605.42,109416.20000000001
IND42163,"Cynthia Wheeler",76,"Budget/Accounting Analyst III",166062.12,94569,136205.19,349205.23,198748.96
IND25041,"Lillian Jackson",59,"Media Manager IV",245836.28,757839,97270.64,191839.86000000002,276119.28
IND32204,"Lori Marshall",27,"Structural Engineer",340982.2,923579,222884.56,536904.0800000001,392096.58
IND94129,"Jerry Rogers",62,"Payment Adjustment Coordinator",99927.63,115782,17503.97,57539.340000000004,106160.3
IND68054,"Roy Armstrong",44,"Human Resources Manager",98458.06,470697,417648.82,916163.3200000001,104108.62
IND98980,"Alan Wheeler",39,"Design Engineer",38002.72,282747,827644.32,1410163.4499999997,60655.520000000004
IND77041,"Teresa Kennedy",39,"Administrative Officer",68540.57,208728,1548129.75,2954736.76,83696.41
IND56058,"Charles Banks",43,"Automation Specialist I",232630.34,256989,47812.38,126692.45999999999,273704.38
IND89708,"David Howell",71,"Payment Adjustment Coordinator",123854.66,721782,193381.28,432985.01,158171.12
IND71190,"Wayne Baker",69,"Research Assistant III",281097.73,612849,893388.79,1779306.6500000001,300321.82
IND70757,"Benjamin Wheeler",46,"Systems Administrator I",98764.34,117868,29873.72,98885.85,125939.95999999999
IND15919,"Ann Harper",28,"Human Resources Manager",327053.35,198880,1120917.37,1900573.1700000002,376713.75
IND59154,"Susan Webb",45,"Web Developer II",145351.01,1266637,268319.47,593740.51,169021.01
IND25459,"Lawrence Powell",26,"VP Accounting",94711.61,426760,358461.91,584137.2999999999,142655.57
IND29817,"Anna Holmes",72,"Civil Engineer",129558.06,259774,162718.23,319545.05000000005,131928.88
IND82819,"Sean Larson",69,"Research Assistant II",26994.24,299906,160834.72,416611.73,43044.54
IND48072,"Jacqueline Thompson",62,"Media Manager II",355157.28,590881,590910.23,1172282.8499999999,382442.08
IND36436,"Laura Griffin",59,"Payment Adjustment Coordinator",41767.79,485044,110338.46,246094.05000000002,50151.740000000005
IND85558,"William Hernandez",20,"Junior Executive",67275.34,36151,65074.83,160539.75,77512.47
IND21262,"Irene Wood",32,"Senior Financial Analyst",242779.9,610133,972181.04,1852704.4600000002,256291.47
IND25060,"Kevin Cole",76,"Account Executive",222899.46,1056210,533504.83,1130527.2599999998,247284.75999999998
IND50748,"Jeffrey Martin",45,"VP Quality Control",159565.95,30800,153777.15,411446.22,170079.31
IND53747,"Ashley Howell",55,"Software Engineer II",146013.3,501918,540423.01,1013823.5399999999,202300.19999999998
IND17734,"Mary Peters",33,"Project Manager",97226.35,204220,167557.22,332205.08999999997,105898.8
IND92033,"Phillip Collins",58,"Statistician II",141166.41,463994,641428.5,1322031,156998.11000000002
IND52344,"Steven Greene",33,"Sales Associate",93955.28,210736,1055041.27,1790075.02,106421.36
IND75455,"Juan Garcia",38,"Programmer Analyst II",320879.52,970674,818115.38,1714650.8199999998,372834.72000000003
IND69891,"Michael Murphy",56,"Senior Financial Analyst",54290.17,643495,784410.93,1488525.72,96363.73
IND42851,"Nicholas Turner",18,"Research Nurse",330308.97,402515,761183.7,1453656.3900000001,346479.19999999995
IND74794,"Cynthia Hudson",76,"Geologist I",154172.7,59079,96969.34,280921.76999999996,158808.15000000002
IND55441,"Paul Welch",18,"Marketing Manager",157969.47,93298,340347.54,881360.3,200640.63
IND97245,"Jerry Fernandez",82,"Budget/Accounting Analyst IV",109137.69,170752,163700.58,442019.9099999999,138878.07
IND80718,"Jerry Hudson",61,"VP Accounting",150527.18,364947,240865.26,625508.6900000001,174846.97999999998
IND60540,"Carl Reed",20,"Community Outreach Specialist",183239.56,1563407,0,42021.26,211764.06
IND84388,"Louise Morrison",47,"General Manager",279987.37,872874,229477.33,535713.17,310575.13
IND73711,"Frances Hunt",80,"Health Coach IV",274732.47,254175,417528.27,1074207.02,295032.8
IND70721,"Sara Mason",36,"Administrative Assistant II",65580.31,361995,196577.79,577220.4,84012.69
IND91832,"Ernest Wood",67,"Programmer Analyst IV",212637,972319,1748132.83,3325476.0500000003,250636.41999999998
IND95921,"Clarence Lawrence",80,"Accounting Assistant III",76947.92,642373,572485.42,1011853.3400000001,102327.5
IND94561,"Jose Sanders",34,"Developer I",129121.92,921744,1347837.65,2842022.25,147533.12
IND38595,"Jose West",32,"Structural Analysis Engineer",268015.13,169872,1151114.1,1889974.25,295255.13
IND31346,"Timothy Fields",37,"Account Executive",54145.81,402192,2258828.4,3629847.39,71323.94
IND70209,"Carlos Ryan",33,"Sales Representative",109428.74,469326,384533.63,759572.2799999999,128909.3
IND27981,"Jeffrey Ramirez",43,"Engineer IV",50756.65,585444,86611.9,213880.08,87073.35
IND79163,"Sarah Gray",66,Recruiter,63531.71,890250,696871.5,1342224.35,72275.66
IND59205,"Brian Owens",41,"Web Designer II",207771.28,342875,899355.7,1913602.0799999998,229635.46
IND84529,"Angela Welch",67,"Automation Specialist II",46553.21,818244,292712.12,708811.42,53046.75
IND63017,"Gregory Roberts",32,"Web Designer IV",70523.24,159503,368369.81,669461.4,86841.54000000001
IND24293,"Christine Black",61,"Nuclear Power Engineer",68103.92,238334,139422.33,272885.93,82910.48
IND94962,"Amanda Davis",54,"Automation Specialist III",137176.77,403505,531819.14,1155972.29,145847.03999999998
IND35866,"Chris Barnes",52,"Human Resources Assistant II",140915.21,476722,309304.55,722693.6599999999,151147.75999999998
IND55044,"Charles Rose",24,"Budget/Accounting Analyst I",97850.68,337787,1065152.15,1737217.8599999999,120586.9
IND94695,"Ralph Burns",52,"Office Assistant III",439605.09,993887,694245.6,1916061.4300000002,468571.59
IND28537,"Christine Mason",63,"Human Resources Assistant III",62182.99,522779,666451.21,1340139.73,68266.63
IND85021,"Judy Fuller",29,"Account Coordinator",255296.03,1415820,1404992.14,2727959.7899999996,321020.83
IND29986,"Shawn Alvarez",25,"Recruiting Manager",85014.81,154547,443776.83,795981.8600000001,114877.56999999999
IND86878,"Paul Porter",59,"Sales Associate",55938.65,214211,513784.67,975087.45,69548.27
IND60465,"Catherine Bryant",28,"Administrative Assistant IV",298461.74,604016,390050.1,1013709.12,309987.54
IND73125,"Karen Black",56,"Administrative Assistant I",170196.21,75107,341386.34,770566.1,196452.69
IND98233,"Elizabeth Adams",59,"Software Consultant",270186.79,317350,226137.94,753929.47,275850.49
IND68679,"Patrick Lee",51,"Research Assistant III",214018.81,488481,878001.61,1555727.1199999999,256491.05
IND14562,"Albert Duncan",63,"Chemical Engineer",31668.58,387640,1032771.07,1506922.67,36479.54
IND96926,"Christopher Garcia",72,"Marketing Manager",83445.12,699847,618018.8,1449374.21,100533.12
IND40602,"Fred Woods",80,"Accountant I",186157.65,699770,105428.93,243311.25,192113.94999999998
IND47214,"Martin Lawson",65,"Budget/Accounting Analyst I",329750.77,400979,399400.32,671967.88,347689.79000000004
IND71720,"Jessica Austin",80,"Staff Accountant II",286163.28,585370,483785.82,1196358.5,314359.92000000004
IND56484,"Nicole Scott",67,"Web Designer II",267268.83,706553,764881.33,1589789.1700000002,295859.51
IND53058,"Earl Powell",46,"Programmer Analyst I",301973.79,486458,1251600.76,2603563.0300000003,350627.67
IND95957,"Karen Thomas",62,"Dental Hygienist",361194.75,752661,146937.26,381511.70999999996,406989.75
IND38845,"Ronald Gutierrez",80,"Human Resources Manager",201718.07,847475,1838374.3,2835974.2899999996,209445.02000000002
IND99278,"Stephen Watson",42,"Human Resources Assistant II",89395.04,76619,685716.27,1345392.19,108541.84
IND26586,"Carlos Armstrong",71,"Budget/Accounting Analyst I",83916.94,556722,312542.57,609884.17,85908.62
IND66416,"Brenda Jackson",80,"VP Product Management",185453.7,81097,57983.69,159389.94,219678
IND38924,"Willie Shaw",39,Librarian,197406.04,973263,1643958.52,2556285.5100000002,208913.98
IND36717,"Michelle Jenkins",75,"Electrical Engineer",328178.82,219621,70177.95,219133.05,386585.58
IND73287,"Carlos Andrews",51,"Structural Engineer",114861.31,390832,831108.32,1514299.22,154566.94
IND21305,"Benjamin Pierce",59,"Assistant Professor",323979.45,2080976,1199695.67,1939306.67,360732.12
IND86054,"Lawrence Myers",22,"Civil Engineer",89581.22,205524,348716.03,814846.6300000001,112291.94
IND94339,"Ryan Brooks",45,"Database Administrator II",86007.4,975004,1551056,2721936.81,95017.28
IND24875,"Anne Bennett",58,"Automation Specialist I",38135.12,90594,470476.32,899760.6900000001,52511.12
IND77399,"Steve Peterson",25,"Web Developer IV",168548.81,479366,720023.67,1325030.28,189236.3
IND32150,"Betty Butler",36,"Developer I",52311.35,253965,101161.42,212389.11,73218.39
IND22235,"Billy Oliver",71,"Junior Executive",348995.08,75320,97133.48,227422.94999999998,409018.89
IND89957,"Diane Davis",68,"Administrative Assistant I",151372.02,468449,917482.59,1773493.91,180213.47
IND95344,"Martha Jenkins",23,"Research Associate",211439.78,530674,737355.67,1493537.63,259309.9
IND60238,"Katherine Reynolds",42,"Safety Technician IV",111739.68,31372,432454.77,858560.5100000001,119687
IND63877,"Jimmy Watson",69,"Research Assistant III",63751.52,229166,105668.66,211008.92,85204.31999999999
IND46444,"Todd Black",47,"Media Manager II",52279.76,976660,1047262.45,1736884.77,73297.52
IND90967,"Carl Kim",57,"Geological Engineer",48676.4,74496,75741.15,223011.26,51565.67
IND62715,"Deborah Moore",50,"Director of Sales",157185.1,313642,520918.03,1277186.33,206026.1
IND22819,"Edward Hicks",81,Editor,220180.16,622005,295731.27,673177.4400000001,237209.42
IND30005,"Ronald Moreno",54,"Human Resources Assistant I",263984.77,307889,284337.9,711687.59,290148.13
IND56267,"Phillip Green",53,"Executive Secretary",85194.7,42562,289365.4,547041.87,88039.81999999999
IND90914,"Scott Phillips",24,"Biostatistician II",283653.73,0,2542970.73,4427640.07,292783.63
IND12887,"Fred Armstrong",82,Pharmacist,121607.69,333287,82101.24,175939.96000000002,127750.09
IND32576,"Laura Nguyen",22,"Human Resources Assistant I",87332.6,79257,108744.41,237580.17,104238.42000000001
IND64632,"Juan Howell",48,"Electrical Engineer",337285.1,1379713,1468580.21,2458889.15,354928.51999999996
IND39451,"Albert Adams",84,Nurse,91733.47,267704,686462.45,1261460.94,126526.51000000001
IND93338,"Billy Fields",63,"Software Test Engineer II",91056.08,872782,499696.3,1230153.07,105315.02
IND34903,"Richard Price",31,"Information Systems Manager",112872.94,778983,206388.48,332493.73,119340.17
IND48107,"Jeffrey Hughes",46,"Safety Technician I",157179.58,396818,147773.07,397004.27,189132.96999999997
IND52066,"Gary Griffin",30,"Systems Administrator IV",90299.99,243699,162594.16,398980.84,100641.28
IND13323,"Gary Wheeler",75,"Human Resources Assistant IV",169548.06,87257,629108.14,980233.24,183467.56
